,Class,x1,y1,x2,y2,Frame
20,laptop,709,376,901,498,frame4729.jpg
0,bottle,224,276,260,362,frame4730.jpg
1,cup,828,280,893,332,frame4730.jpg
4,cell phone,340,369,430,393,frame4730.jpg
5,tie,1129,490,1163,538,frame4730.jpg
6,keyboard,638,566,722,672,frame4730.jpg
7,mouse,367,536,417,568,frame4730.jpg
8,cell phone,367,536,417,568,frame4730.jpg
16,laptop,299,382,505,531,frame4730.jpg
18,laptop,552,379,718,466,frame4730.jpg
19,laptop,706,376,903,498,frame4730.jpg
20,laptop,584,425,810,700,frame4730.jpg
0,keyboard,300,454,430,525,frame4731.jpg
3,book,299,367,434,401,frame4731.jpg
4,mouse,367,536,417,568,frame4731.jpg
5,keyboard,638,566,722,672,frame4731.jpg
6,cup,829,284,880,332,frame4731.jpg
7,cell phone,367,537,417,568,frame4731.jpg
15,laptop,299,382,506,531,frame4731.jpg
17,laptop,552,378,718,466,frame4731.jpg
18,laptop,708,376,902,498,frame4731.jpg
19,laptop,584,424,810,700,frame4731.jpg
0,cell phone,308,368,430,395,frame4732.jpg
1,keyboard,302,454,430,525,frame4732.jpg
3,cup,828,280,886,332,frame4732.jpg
4,book,299,368,430,402,frame4732.jpg
5,keyboard,638,566,721,672,frame4732.jpg
6,mouse,367,536,417,568,frame4732.jpg
7,tie,1116,498,1146,540,frame4732.jpg
8,cell phone,367,536,417,568,frame4732.jpg
16,laptop,299,382,505,531,frame4732.jpg
19,laptop,552,379,718,466,frame4732.jpg
20,laptop,708,377,904,498,frame4732.jpg
21,laptop,584,425,810,700,frame4732.jpg
0,keyboard,301,454,430,526,frame4733.jpg
2,tie,1115,502,1143,540,frame4733.jpg
3,cell phone,148,335,174,360,frame4733.jpg
4,book,297,369,432,410,frame4733.jpg
5,cup,829,285,882,331,frame4733.jpg
6,cell phone,304,368,431,399,frame4733.jpg
8,keyboard,638,566,722,671,frame4733.jpg
9,cell phone,366,536,418,568,frame4733.jpg
10,mouse,367,536,417,568,frame4733.jpg
19,laptop,299,381,505,531,frame4733.jpg
20,laptop,552,378,718,466,frame4733.jpg
21,laptop,708,378,904,497,frame4733.jpg
22,laptop,584,425,810,700,frame4733.jpg
0,keyboard,301,454,430,525,frame4734.jpg
2,cup,830,282,890,332,frame4734.jpg
5,book,300,369,432,408,frame4734.jpg
6,keyboard,638,566,722,672,frame4734.jpg
7,cell phone,302,368,430,402,frame4734.jpg
8,mouse,367,536,417,568,frame4734.jpg
9,cell phone,367,536,418,568,frame4734.jpg
18,laptop,299,381,506,531,frame4734.jpg
19,laptop,552,378,718,466,frame4734.jpg
21,laptop,708,377,904,498,frame4734.jpg
22,laptop,584,425,810,700,frame4734.jpg
1,cup,830,280,894,332,frame4735.jpg
2,laptop,300,368,432,406,frame4735.jpg
3,keyboard,638,566,721,671,frame4735.jpg
4,book,300,369,432,408,frame4735.jpg
6,cell phone,302,368,430,406,frame4735.jpg
7,tie,1124,502,1154,542,frame4735.jpg
8,mouse,367,536,417,568,frame4735.jpg
9,cell phone,367,536,417,568,frame4735.jpg
18,laptop,300,382,506,531,frame4735.jpg
19,laptop,552,378,718,466,frame4735.jpg
21,laptop,709,377,903,497,frame4735.jpg
22,laptop,584,426,810,700,frame4735.jpg
0,keyboard,302,454,430,525,frame4736.jpg
2,book,299,369,431,408,frame4736.jpg
3,cup,830,282,893,334,frame4736.jpg
4,keyboard,638,566,722,672,frame4736.jpg
5,tie,1129,501,1161,543,frame4736.jpg
6,mouse,366,536,417,568,frame4736.jpg
7,cell phone,302,368,430,402,frame4736.jpg
8,cell phone,367,537,417,568,frame4736.jpg
17,laptop,298,382,506,531,frame4736.jpg
18,laptop,552,378,717,466,frame4736.jpg
20,laptop,708,378,902,498,frame4736.jpg
21,laptop,584,426,810,700,frame4736.jpg
1,book,299,369,430,406,frame4737.jpg
2,cup,832,287,882,334,frame4737.jpg
3,keyboard,638,566,722,672,frame4737.jpg
4,cell phone,301,368,431,398,frame4737.jpg
5,mouse,367,536,417,568,frame4737.jpg
6,cell phone,367,536,417,568,frame4737.jpg
8,tie,1129,502,1161,542,frame4737.jpg
15,laptop,298,381,506,531,frame4737.jpg
17,laptop,552,377,717,466,frame4737.jpg
19,laptop,708,376,904,498,frame4737.jpg
20,laptop,584,424,810,700,frame4737.jpg
0,keyboard,300,454,430,525,frame4738.jpg
4,keyboard,638,566,722,672,frame4738.jpg
5,cell phone,310,370,430,394,frame4738.jpg
6,cell phone,367,536,417,568,frame4738.jpg
7,cup,832,284,914,340,frame4738.jpg
8,mouse,367,536,417,568,frame4738.jpg
17,laptop,299,382,505,530,frame4738.jpg
18,laptop,552,379,718,465,frame4738.jpg
19,laptop,710,377,902,498,frame4738.jpg
20,laptop,585,425,810,700,frame4738.jpg
1,keyboard,301,454,430,525,frame4739.jpg
3,keyboard,638,566,722,672,frame4739.jpg
4,cell phone,310,370,431,395,frame4739.jpg
6,mouse,367,536,417,568,frame4739.jpg
7,cell phone,367,536,417,568,frame4739.jpg
8,cup,832,282,890,333,frame4739.jpg
17,laptop,298,382,506,532,frame4739.jpg
18,laptop,552,379,717,465,frame4739.jpg
19,laptop,710,376,903,497,frame4739.jpg
20,laptop,586,424,810,700,frame4739.jpg
0,keyboard,301,454,430,525,frame4740.jpg
2,cell phone,304,368,431,398,frame4740.jpg
4,book,300,368,429,404,frame4740.jpg
5,keyboard,638,566,722,671,frame4740.jpg
6,cell phone,367,536,418,568,frame4740.jpg
7,mouse,367,536,417,568,frame4740.jpg
8,cup,832,286,910,336,frame4740.jpg
9,tie,1125,512,1153,552,frame4740.jpg
16,laptop,299,382,506,530,frame4740.jpg
19,laptop,552,379,718,466,frame4740.jpg
20,laptop,710,376,904,497,frame4740.jpg
21,laptop,586,424,810,700,frame4740.jpg
0,keyboard,300,454,430,525,frame4741.jpg
3,cell phone,367,536,418,568,frame4741.jpg
4,mouse,367,536,417,568,frame4741.jpg
5,tie,1124,505,1154,549,frame4741.jpg
6,keyboard,638,566,722,672,frame4741.jpg
7,cell phone,302,368,430,402,frame4741.jpg
8,cup,840,280,902,338,frame4741.jpg
15,laptop,298,382,506,532,frame4741.jpg
18,laptop,552,379,718,466,frame4741.jpg
19,laptop,586,425,810,700,frame4741.jpg
20,laptop,708,377,904,497,frame4741.jpg
1,cell phone,304,369,430,399,frame4742.jpg
2,book,299,369,429,410,frame4742.jpg
3,tie,1124,508,1154,550,frame4742.jpg
4,keyboard,637,566,722,672,frame4742.jpg
5,mouse,367,536,417,568,frame4742.jpg
6,cell phone,367,536,418,568,frame4742.jpg
7,cup,841,282,903,338,frame4742.jpg
15,laptop,298,382,506,531,frame4742.jpg
17,laptop,552,379,717,466,frame4742.jpg
18,laptop,585,425,810,700,frame4742.jpg
19,laptop,709,376,904,497,frame4742.jpg
2,tie,1124,512,1152,550,frame4743.jpg
3,cell phone,308,369,430,396,frame4743.jpg
4,keyboard,638,566,722,672,frame4743.jpg
5,cell phone,367,536,418,568,frame4743.jpg
6,mouse,367,536,418,568,frame4743.jpg
7,cup,842,280,906,338,frame4743.jpg
16,laptop,298,382,506,531,frame4743.jpg
17,laptop,552,379,718,466,frame4743.jpg
18,laptop,586,424,810,700,frame4743.jpg
19,laptop,710,376,904,497,frame4743.jpg
0,keyboard,300,454,430,526,frame4744.jpg
1,tie,1117,516,1139,546,frame4744.jpg
3,mouse,367,536,417,568,frame4744.jpg
4,cell phone,367,536,417,568,frame4744.jpg
5,keyboard,638,566,722,672,frame4744.jpg
7,cup,840,282,902,338,frame4744.jpg
8,cell phone,308,368,430,400,frame4744.jpg
16,laptop,298,382,505,531,frame4744.jpg
17,laptop,552,379,718,466,frame4744.jpg
18,laptop,586,425,810,700,frame4744.jpg
19,laptop,710,377,902,497,frame4744.jpg
2,keyboard,638,566,722,672,frame4745.jpg
3,cup,840,284,904,338,frame4745.jpg
4,mouse,367,536,417,568,frame4745.jpg
5,cell phone,367,536,417,568,frame4745.jpg
6,cell phone,310,368,430,402,frame4745.jpg
14,laptop,298,382,506,531,frame4745.jpg
15,laptop,552,379,718,466,frame4745.jpg
16,laptop,585,425,810,700,frame4745.jpg
17,laptop,710,377,904,497,frame4745.jpg
3,book,308,368,428,403,frame4746.jpg
4,cell phone,308,369,428,401,frame4746.jpg
5,keyboard,638,566,722,672,frame4746.jpg
6,cup,840,282,904,338,frame4746.jpg
7,cell phone,367,536,417,568,frame4746.jpg
8,mouse,367,536,417,568,frame4746.jpg
16,laptop,298,382,506,530,frame4746.jpg
17,laptop,552,378,718,466,frame4746.jpg
18,laptop,585,424,810,700,frame4746.jpg
19,laptop,710,377,902,498,frame4746.jpg
1,book,308,368,429,404,frame4747.jpg
2,cell phone,308,368,430,401,frame4747.jpg
3,tie,1127,510,1159,552,frame4747.jpg
4,cup,840,285,905,338,frame4747.jpg
5,mouse,367,536,418,568,frame4747.jpg
6,keyboard,638,565,722,672,frame4747.jpg
7,cell phone,367,536,418,568,frame4747.jpg
15,laptop,298,382,506,531,frame4747.jpg
16,laptop,552,379,718,466,frame4747.jpg
17,laptop,585,424,809,700,frame4747.jpg
18,laptop,709,376,903,498,frame4747.jpg
0,cell phone,300,368,431,401,frame4748.jpg
2,keyboard,302,454,430,525,frame4748.jpg
4,keyboard,638,566,722,672,frame4748.jpg
5,cup,840,284,904,338,frame4748.jpg
6,mouse,367,536,418,568,frame4748.jpg
7,cell phone,367,536,418,568,frame4748.jpg
8,book,298,366,432,408,frame4748.jpg
9,tie,1126,510,1154,552,frame4748.jpg
16,laptop,298,382,506,531,frame4748.jpg
18,laptop,552,379,718,466,frame4748.jpg
19,laptop,586,424,810,700,frame4748.jpg
20,laptop,709,377,903,498,frame4748.jpg
4,tie,1121,509,1149,546,frame4749.jpg
5,cell phone,138,336,172,371,frame4749.jpg
6,cup,840,286,904,338,frame4749.jpg
7,keyboard,638,566,722,672,frame4749.jpg
8,mouse,367,536,417,568,frame4749.jpg
9,cell phone,313,369,431,395,frame4749.jpg
10,cell phone,367,536,417,568,frame4749.jpg
16,laptop,298,382,505,531,frame4749.jpg
19,laptop,552,378,718,466,frame4749.jpg
20,laptop,586,425,810,700,frame4749.jpg
21,laptop,709,377,903,498,frame4749.jpg
0,cell phone,146,335,173,362,frame4750.jpg
2,tie,1121,508,1147,544,frame4750.jpg
4,mouse,367,536,417,568,frame4750.jpg
5,cell phone,300,368,432,402,frame4750.jpg
6,keyboard,638,566,722,672,frame4750.jpg
7,cell phone,367,536,418,568,frame4750.jpg
8,cup,839,284,905,339,frame4750.jpg
15,laptop,299,382,505,531,frame4750.jpg
18,laptop,551,378,718,466,frame4750.jpg
19,laptop,709,377,903,497,frame4750.jpg
20,laptop,586,425,810,700,frame4750.jpg
0,keyboard,302,454,429,525,frame4751.jpg
1,mouse,367,536,417,568,frame4751.jpg
2,cell phone,145,335,174,361,frame4751.jpg
4,cell phone,307,369,431,397,frame4751.jpg
5,book,300,368,432,401,frame4751.jpg
6,cell phone,367,536,418,568,frame4751.jpg
8,tie,1123,508,1155,548,frame4751.jpg
9,keyboard,638,565,722,671,frame4751.jpg
10,cup,839,282,904,339,frame4751.jpg
17,laptop,298,382,506,530,frame4751.jpg
19,laptop,586,424,810,700,frame4751.jpg
20,laptop,551,378,718,466,frame4751.jpg
21,laptop,709,377,902,497,frame4751.jpg
0,keyboard,301,454,430,525,frame4752.jpg
2,book,299,368,431,403,frame4752.jpg
3,cell phone,308,369,430,397,frame4752.jpg
6,keyboard,637,565,722,672,frame4752.jpg
7,mouse,367,536,418,568,frame4752.jpg
8,cup,839,284,906,339,frame4752.jpg
9,tie,1125,508,1157,550,frame4752.jpg
10,cell phone,367,536,418,568,frame4752.jpg
19,laptop,298,382,506,531,frame4752.jpg
20,laptop,551,379,718,466,frame4752.jpg
21,laptop,586,425,810,700,frame4752.jpg
22,laptop,710,378,902,498,frame4752.jpg
0,keyboard,301,454,430,525,frame4753.jpg
1,cell phone,313,370,431,397,frame4753.jpg
3,book,298,369,432,404,frame4753.jpg
4,cup,839,283,908,338,frame4753.jpg
5,keyboard,638,566,722,672,frame4753.jpg
7,mouse,367,536,417,568,frame4753.jpg
8,cell phone,367,536,418,568,frame4753.jpg
9,tie,1124,511,1154,550,frame4753.jpg
16,laptop,298,382,506,531,frame4753.jpg
19,laptop,585,425,810,700,frame4753.jpg
20,laptop,551,379,718,466,frame4753.jpg
21,laptop,710,378,902,498,frame4753.jpg
1,keyboard,301,454,430,525,frame4754.jpg
2,tie,1123,512,1153,552,frame4754.jpg
5,cell phone,324,369,431,394,frame4754.jpg
6,mouse,367,536,417,568,frame4754.jpg
8,cell phone,367,536,418,568,frame4754.jpg
9,cup,839,285,906,338,frame4754.jpg
10,keyboard,638,566,722,672,frame4754.jpg
18,laptop,298,382,506,530,frame4754.jpg
19,laptop,551,378,717,466,frame4754.jpg
20,laptop,586,424,810,700,frame4754.jpg
21,laptop,709,378,903,497,frame4754.jpg
0,tie,1121,514,1147,552,frame4755.jpg
2,cell phone,367,536,418,568,frame4755.jpg
3,cup,838,285,906,338,frame4755.jpg
4,cell phone,321,370,430,396,frame4755.jpg
5,keyboard,638,566,722,672,frame4755.jpg
13,laptop,299,382,505,531,frame4755.jpg
15,laptop,551,379,718,466,frame4755.jpg
16,laptop,711,377,902,497,frame4755.jpg
17,laptop,586,425,810,700,frame4755.jpg
1,keyboard,300,454,430,526,frame4756.jpg
2,mouse,367,536,417,568,frame4756.jpg
4,tie,1121,514,1151,550,frame4756.jpg
5,cell phone,323,369,430,396,frame4756.jpg
6,cell phone,367,536,418,568,frame4756.jpg
7,cup,839,283,906,338,frame4756.jpg
8,keyboard,637,566,722,672,frame4756.jpg
15,laptop,298,382,506,531,frame4756.jpg
18,laptop,551,379,718,466,frame4756.jpg
19,laptop,586,425,810,700,frame4756.jpg
20,laptop,711,377,903,498,frame4756.jpg
0,keyboard,300,454,430,525,frame4757.jpg
3,cup,839,284,906,338,frame4757.jpg
4,mouse,366,536,418,568,frame4757.jpg
5,keyboard,638,566,722,672,frame4757.jpg
6,cell phone,367,536,418,568,frame4757.jpg
7,tie,1125,516,1155,552,frame4757.jpg
8,cell phone,304,369,430,401,frame4757.jpg
17,laptop,298,382,505,532,frame4757.jpg
18,laptop,712,379,903,497,frame4757.jpg
19,laptop,551,380,718,466,frame4757.jpg
20,laptop,586,425,810,700,frame4757.jpg
0,book,304,370,428,408,frame4758.jpg
3,cup,840,284,906,338,frame4758.jpg
4,keyboard,638,566,722,672,frame4758.jpg
5,mouse,367,536,417,568,frame4758.jpg
6,cell phone,367,536,418,568,frame4758.jpg
7,cell phone,307,369,429,400,frame4758.jpg
8,tie,1125,516,1157,553,frame4758.jpg
15,laptop,298,382,506,530,frame4758.jpg
17,laptop,710,378,902,497,frame4758.jpg
18,laptop,552,380,717,466,frame4758.jpg
19,laptop,586,424,810,700,frame4758.jpg
1,keyboard,301,454,430,525,frame4759.jpg
2,mouse,367,536,417,568,frame4759.jpg
3,cell phone,366,536,418,568,frame4759.jpg
4,keyboard,637,566,722,672,frame4759.jpg
5,cell phone,308,370,430,396,frame4759.jpg
6,cup,840,285,906,338,frame4759.jpg
15,laptop,298,382,506,531,frame4759.jpg
16,laptop,585,425,810,700,frame4759.jpg
17,laptop,552,380,717,466,frame4759.jpg
18,laptop,711,378,903,497,frame4759.jpg
1,tie,1118,516,1146,554,frame4760.jpg
2,keyboard,300,454,430,525,frame4760.jpg
3,book,300,368,428,410,frame4760.jpg
5,laptop,300,368,430,407,frame4760.jpg
6,keyboard,638,566,722,672,frame4760.jpg
7,cell phone,367,536,418,568,frame4760.jpg
8,cup,839,284,905,338,frame4760.jpg
9,mouse,367,536,418,568,frame4760.jpg
10,cell phone,301,368,430,404,frame4760.jpg
17,laptop,298,382,506,531,frame4760.jpg
20,laptop,586,424,810,700,frame4760.jpg
21,laptop,552,380,717,466,frame4760.jpg
22,laptop,711,378,903,497,frame4760.jpg
0,keyboard,300,454,430,525,frame4761.jpg
2,mouse,367,536,417,568,frame4761.jpg
3,cup,838,286,906,338,frame4761.jpg
4,cell phone,367,536,418,568,frame4761.jpg
5,cell phone,315,369,431,396,frame4761.jpg
6,tie,1124,514,1160,552,frame4761.jpg
7,keyboard,638,566,722,672,frame4761.jpg
14,laptop,298,382,506,530,frame4761.jpg
17,laptop,586,424,810,700,frame4761.jpg
18,laptop,552,380,717,466,frame4761.jpg
19,laptop,711,378,903,498,frame4761.jpg
0,cell phone,148,334,174,360,frame4762.jpg
1,book,300,369,430,407,frame4762.jpg
3,cup,838,286,906,338,frame4762.jpg
4,tie,1115,514,1143,556,frame4762.jpg
5,mouse,367,536,417,568,frame4762.jpg
6,cell phone,301,368,432,400,frame4762.jpg
7,keyboard,638,566,722,672,frame4762.jpg
8,cell phone,367,536,418,568,frame4762.jpg
15,laptop,298,382,506,530,frame4762.jpg
18,laptop,552,380,717,466,frame4762.jpg
19,laptop,586,424,810,700,frame4762.jpg
20,laptop,712,378,902,497,frame4762.jpg
0,keyboard,301,454,430,525,frame4763.jpg
2,cell phone,148,334,173,359,frame4763.jpg
3,mouse,367,536,418,568,frame4763.jpg
4,keyboard,638,566,722,672,frame4763.jpg
5,cell phone,367,536,418,568,frame4763.jpg
6,cup,838,286,904,338,frame4763.jpg
7,cell phone,307,369,430,400,frame4763.jpg
14,laptop,298,382,506,530,frame4763.jpg
17,laptop,552,380,717,466,frame4763.jpg
18,laptop,586,424,810,700,frame4763.jpg
19,laptop,711,378,903,498,frame4763.jpg
0,keyboard,300,454,430,526,frame4764.jpg
1,book,300,368,430,404,frame4764.jpg
4,cell phone,147,334,173,361,frame4764.jpg
5,mouse,367,536,417,568,frame4764.jpg
6,cell phone,309,368,430,399,frame4764.jpg
7,cell phone,367,536,417,568,frame4764.jpg
8,keyboard,638,566,722,672,frame4764.jpg
9,cup,838,284,904,339,frame4764.jpg
11,tie,1114,506,1142,546,frame4764.jpg
18,laptop,298,382,506,530,frame4764.jpg
20,laptop,552,380,717,466,frame4764.jpg
21,laptop,586,425,810,700,frame4764.jpg
22,laptop,712,378,902,498,frame4764.jpg
0,book,298,367,432,404,frame4765.jpg
1,keyboard,301,454,430,525,frame4765.jpg
2,cell phone,598,241,661,307,frame4765.jpg
4,cell phone,335,369,428,396,frame4765.jpg
6,mouse,367,536,417,568,frame4765.jpg
7,cup,834,288,912,336,frame4765.jpg
8,keyboard,638,566,722,672,frame4765.jpg
10,cell phone,367,536,417,568,frame4765.jpg
11,tie,1121,504,1149,542,frame4765.jpg
18,laptop,298,382,506,530,frame4765.jpg
21,laptop,585,424,809,700,frame4765.jpg
22,laptop,552,380,717,466,frame4765.jpg
23,laptop,712,379,902,497,frame4765.jpg
0,keyboard,301,454,430,525,frame4766.jpg
1,cup,826,280,880,335,frame4766.jpg
2,cell phone,592,242,656,304,frame4766.jpg
3,cell phone,320,368,429,394,frame4766.jpg
6,mouse,367,536,417,568,frame4766.jpg
7,keyboard,638,566,722,672,frame4766.jpg
8,tie,1120,502,1148,542,frame4766.jpg
9,cell phone,367,536,417,568,frame4766.jpg
16,laptop,298,382,506,530,frame4766.jpg
19,laptop,586,424,809,700,frame4766.jpg
20,laptop,712,378,902,497,frame4766.jpg
21,laptop,552,380,717,465,frame4766.jpg
0,scissors,4,200,51,232,frame4767.jpg
3,cell phone,593,242,658,307,frame4767.jpg
4,cell phone,148,335,174,360,frame4767.jpg
5,cell phone,323,368,430,396,frame4767.jpg
7,mouse,367,536,417,568,frame4767.jpg
8,cup,824,281,876,341,frame4767.jpg
9,cell phone,367,536,417,568,frame4767.jpg
10,keyboard,638,566,722,672,frame4767.jpg
11,tie,1119,502,1149,543,frame4767.jpg
18,laptop,299,382,505,531,frame4767.jpg
20,laptop,552,380,717,466,frame4767.jpg
21,laptop,586,425,810,700,frame4767.jpg
22,laptop,712,379,902,498,frame4767.jpg
0,keyboard,302,454,430,525,frame4768.jpg
2,cell phone,320,368,431,400,frame4768.jpg
3,tie,1118,502,1146,541,frame4768.jpg
4,keyboard,638,566,722,672,frame4768.jpg
5,cup,824,280,878,358,frame4768.jpg
6,cell phone,367,536,417,568,frame4768.jpg
14,laptop,298,382,506,531,frame4768.jpg
16,laptop,552,380,717,466,frame4768.jpg
17,laptop,586,425,810,700,frame4768.jpg
18,laptop,712,379,903,498,frame4768.jpg
0,keyboard,301,454,430,525,frame4769.jpg
2,cup,825,282,881,340,frame4769.jpg
3,book,298,367,433,405,frame4769.jpg
4,mouse,367,536,417,568,frame4769.jpg
5,keyboard,638,565,722,672,frame4769.jpg
6,cell phone,367,537,418,568,frame4769.jpg
7,tie,1117,500,1145,540,frame4769.jpg
14,laptop,299,382,506,531,frame4769.jpg
17,laptop,586,424,810,700,frame4769.jpg
18,laptop,552,380,717,466,frame4769.jpg
19,laptop,712,378,902,497,frame4769.jpg
1,keyboard,637,565,722,672,frame4770.jpg
2,cell phone,302,367,426,407,frame4770.jpg
3,tie,1117,500,1145,539,frame4770.jpg
4,mouse,367,536,418,568,frame4770.jpg
11,laptop,299,382,505,532,frame4770.jpg
14,laptop,586,424,810,700,frame4770.jpg
15,laptop,552,380,716,466,frame4770.jpg
16,laptop,712,378,902,497,frame4770.jpg
0,cell phone,148,335,174,361,frame4771.jpg
2,cup,828,281,880,351,frame4771.jpg
3,mouse,368,536,417,568,frame4771.jpg
4,cell phone,367,536,417,568,frame4771.jpg
5,tie,1117,498,1145,538,frame4771.jpg
6,cell phone,586,243,646,290,frame4771.jpg
8,keyboard,638,565,722,672,frame4771.jpg
9,cell phone,301,367,428,408,frame4771.jpg
15,laptop,299,382,505,531,frame4771.jpg
18,laptop,584,423,810,700,frame4771.jpg
19,laptop,552,380,716,466,frame4771.jpg
20,laptop,712,378,902,497,frame4771.jpg
0,cup,828,281,880,350,frame4772.jpg
2,laptop,302,368,430,407,frame4772.jpg
3,cell phone,586,243,644,290,frame4772.jpg
4,cell phone,148,335,174,361,frame4772.jpg
5,keyboard,638,566,722,672,frame4772.jpg
6,book,301,369,429,409,frame4772.jpg
7,cell phone,367,536,417,568,frame4772.jpg
8,tie,1117,499,1145,538,frame4772.jpg
9,cell phone,303,368,428,406,frame4772.jpg
17,laptop,299,382,505,531,frame4772.jpg
19,laptop,584,424,810,700,frame4772.jpg
20,laptop,552,380,717,466,frame4772.jpg
21,laptop,712,378,902,496,frame4772.jpg
1,cell phone,147,335,173,361,frame4773.jpg
2,cell phone,318,368,429,394,frame4773.jpg
3,cell phone,586,242,646,293,frame4773.jpg
4,book,318,368,430,395,frame4773.jpg
5,tie,1117,499,1147,538,frame4773.jpg
6,mouse,367,536,418,568,frame4773.jpg
7,cup,830,287,880,335,frame4773.jpg
9,cell phone,367,536,418,568,frame4773.jpg
10,keyboard,638,566,722,672,frame4773.jpg
17,laptop,299,382,505,531,frame4773.jpg
19,laptop,585,424,809,700,frame4773.jpg
20,laptop,552,380,717,466,frame4773.jpg
21,laptop,712,378,902,497,frame4773.jpg
0,mouse,367,536,418,568,frame4774.jpg
2,cell phone,367,536,418,568,frame4774.jpg
4,cup,832,290,884,336,frame4774.jpg
5,keyboard,638,566,722,672,frame4774.jpg
6,tie,1118,498,1146,537,frame4774.jpg
7,book,306,368,428,398,frame4774.jpg
14,laptop,299,382,505,531,frame4774.jpg
16,laptop,586,423,810,700,frame4774.jpg
17,laptop,552,380,717,466,frame4774.jpg
18,laptop,712,378,902,497,frame4774.jpg
2,mouse,367,536,417,568,frame4775.jpg
3,cell phone,367,536,418,568,frame4775.jpg
4,cup,832,290,882,336,frame4775.jpg
5,keyboard,638,565,722,672,frame4775.jpg
6,book,304,368,429,400,frame4775.jpg
7,tie,1117,498,1145,537,frame4775.jpg
15,laptop,299,382,505,531,frame4775.jpg
16,laptop,584,423,810,700,frame4775.jpg
17,laptop,552,380,717,466,frame4775.jpg
18,laptop,712,378,902,497,frame4775.jpg
2,wine glass,58,203,118,291,frame4776.jpg
3,cup,832,292,882,336,frame4776.jpg
4,keyboard,637,566,722,672,frame4776.jpg
5,mouse,367,536,418,568,frame4776.jpg
6,cell phone,367,536,418,568,frame4776.jpg
7,tie,1117,498,1145,536,frame4776.jpg
